CustomerID,Latitude,Longitude
261317,28.095543,-80.670519
261318,28.0952,-80.66937
261319,28.304158,-80.71955
261320,28.421468,-81.382528
261321,28.449842,-81.416122
261322,28.402437,-81.379178
261323,28.65546,-81.424142
261324,28.950216,-81.298828
261325,29.055152,-81.289492
261326,29.229673,-81.038068
261327,28.093881,-80.61752
261328,28.649655,-81.464901
261329,28.362381,-80.754936
261330,28.741976,-81.367092
261331,29.068441,-81.303028
261332,28.612635,-80.811649
261333,28.355817,-80.764098
261334,29.136497,-80.992279
261335,29.013103,-81.322647
261336,29.227601,-81.026207
261337,28.585392,-81.413863
261338,28.518982,-81.379677
261339,28.891391,-81.686992
261340,28.351377,-80.727695
261341,28.547292,-81.42679
261342,28.580982,-81.294501
261343,28.732488,-81.298721
261344,28.665149,-81.415541
261345,28.676932,-81.336301
261346,28.417261,-81.371864
261347,28.51493,-81.384722
261348,28.452649,-81.407025
261349,28.460893,-81.416569
261350,29.202,-81.083291
261351,28.686131,-81.352147
261352,28.605312,-81.421219
261353,28.433329,-81.423074
261354,28.801265,-81.319368
261355,28.575904,-81.430194
261356,28.417092,-81.388276
261357,28.646843,-81.464475
261358,28.43604,-81.388817
261359,29.19024,-81.047288
261360,29.062068,-81.265125
261361,28.581867,-81.432338
261362,28.568097,-81.217106
261363,28.6925,-81.354151
261364,28.579341,-81.415261
261365,28.578206,-81.412605
261366,29.227076,-81.051388
261367,29.292676,-81.114689
261368,29.229749,-81.05286
261369,28.567224,-81.733959
261370,29.214319,-81.070278
261371,28.987578,-80.909733
261372,28.465577,-81.369891
261373,28.689253,-81.554462
261374,29.025491,-80.926173
261375,29.060453,-80.951396
261376,28.730978,-81.606466
261377,28.375381,-81.516142
261378,28.249788,-81.493498
261379,28.310892,-81.403751
261380,28.099743,-80.674766
261381,29.291897,-81.115445
261382,28.668705,-81.344854
261383,29.325476,-81.114582
261384,28.392781,-81.333202
261385,28.401542,-81.401471
261386,28.497208,-81.37563
261387,28.690925,-81.559725
261388,29.236347,-81.03639
261389,29.241054,-81.059502
261390,28.585392,-81.413863
261391,28.451141,-81.354451
261392,28.815305,-81.683469
261393,28.572601,-81.87957
261394,28.6636,-81.385802
261395,28.683123,-81.349252
261396,28.577168,-81.412987
261397,28.686363,-81.349343
261398,28.685547,-81.35207
261399,28.306226,-81.391279
261400,29.214045,-81.026583
261401,28.631984,-81.462282
261402,28.423347,-81.415474
261403,28.800532,-81.644451
261404,28.404262,-81.396754
261405,28.760275,-81.25419
261406,28.406971,-81.379044
261407,28.732708,-81.301352
261408,29.289703,-81.114091
261409,28.741114,-81.358827
261410,28.714855,-81.324068
261411,28.428749,-81.38565
261412,28.304155,-80.720662
261413,28.689636,-81.352827
261414,28.552475,-81.433001
261415,29.223244,-81.046394
261416,28.560401,-81.309645
261417,29.063817,-81.299242
261418,28.50869,-81.436754
261419,28.407118,-81.385186
261420,28.646076,-81.461569
261421,28.253135,-81.492742
261422,28.46017,-81.366238
261423,28.512975,-81.381174
261424,28.819958,-81.331818
261425,29.238028,-81.057435
261426,28.263958,-80.694168
261427,28.427922,-81.15603
261428,28.416878,-80.706581
261429,28.815945,-81.32272
261430,28.132924,-80.635214
261431,28.304154,-80.72092
261432,28.043674,-80.589161
261433,28.453416,-81.412279
261434,28.546433,-81.437324
261435,28.404673,-80.768813
261436,28.473955,-81.234938
261437,28.726237,-81.333182
261438,28.987661,-80.9158
261439,28.098529,-80.682043
261440,28.462712,-81.417312
261441,28.676987,-81.479505
261442,28.570499,-81.408363
261443,29.250336,-81.050059
261444,29.202479,-81.020461
261445,28.505589,-81.423866
261446,28.43259,-81.364141
261447,28.113981,-80.690102
261448,28.447383,-81.412149
261449,28.447383,-81.412149
261450,28.586478,-81.436855
261451,29.209128,-81.023596
261452,28.436269,-81.37251
261453,28.672814,-80.848518
261454,28.301139,-80.702873
261455,28.547207,-81.425995
261456,28.692878,-81.356386
261457,28.50782,-81.441194
261458,28.439589,-81.39333
261459,28.563586,-81.548216
261460,28.226135,-81.18071
261461,28.358476,-80.732442
261462,28.527686,-80.81733
261463,28.687418,-81.551251
261464,28.282562,-80.607469
261465,29.217443,-81.462633
261466,28.684324,-81.33541
261467,28.441642,-81.411679
261468,28.770825,-81.360919
261469,28.100395,-80.689093
261470,28.550624,-81.098911
261471,29.327787,-81.119105
261472,28.682694,-81.390195
261473,29.218001,-81.036299
261474,28.986807,-80.9153
261475,28.507316,-80.802793
261476,28.772464,-81.350058
261477,28.440807,-81.397165
261478,28.411333,-81.400978
261479,28.508695,-81.428189
261480,28.505412,-81.440951
261481,28.441552,-81.412585
261482,28.469778,-81.368406
261483,28.508432,-81.428406
261484,28.805637,-81.2889
261485,29.207618,-81.058929
261486,28.046534,-80.594896
261487,28.607623,-81.418904
261488,28.571413,-80.803477
261489,28.056306,-80.592655
261490,28.357685,-80.731214
261491,28.326018,-80.719402
261492,28.692945,-81.558693
261493,28.811548,-81.307205
261494,28.528281,-81.383574
261495,28.288884,-80.697696
261496,28.36901,-80.700432
261497,28.447133,-81.364616
261498,28.505369,-81.432856
261499,28.557682,-80.847239
261500,28.092631,-80.609575
261501,28.756317,-81.356124
261502,28.623805,-80.822804
261503,28.61292,-81.418784
261504,28.60837,-81.548984
261505,28.572814,-81.412607
261506,28.938714,-81.298842
261507,28.359146,-80.700089
261508,29.174311,-81.065732
261509,28.567484,-81.404689
261510,28.441642,-81.411679
261511,28.645136,-81.464877
261512,28.436204,-81.380591
261513,28.457201,-81.419633
261514,28.71044,-81.325462
261515,29.053957,-81.281252
261516,28.329425,-81.416248
261517,28.094713,-80.698289
261518,28.585392,-81.413863
261519,29.274516,-81.061825
261520,29.061275,-81.299199
261521,28.763039,-81.730027
261522,28.646531,-81.46401
261523,28.462048,-81.437294
261524,28.42006,-81.410458
261525,28.421475,-81.381496
261526,28.473844,-81.371162
261527,28.937123,-81.296349
261528,28.360087,-80.765962
261529,28.304656,-81.430016
261530,28.639347,-81.454191
261531,28.61705,-81.428877
261532,28.096556,-80.674768
261533,28.578041,-81.428226
261534,28.562703,-81.54698
261535,28.348427,-81.324774
261536,28.692834,-81.356474
261537,28.348427,-81.324774
261538,28.546597,-81.647125
261539,28.655579,-81.212842
261540,28.417261,-81.371864
261541,28.107434,-80.697508
261542,28.348427,-81.324774
261543,28.348427,-81.324774
261544,28.096563,-80.654873
261545,28.461965,-81.282313
261546,28.487274,-81.372752
261547,28.540119,-81.399037
261548,28.505895,-81.431216
261549,28.101414,-80.68456
261550,28.097424,-80.654761
261551,29.179868,-81.009443
261552,28.424041,-81.412189
261553,28.527618,-80.820199
261554,28.581849,-81.434506
261555,28.356592,-80.77793
261556,28.724562,-81.731705
261557,28.440691,-81.397774
261558,28.638352,-81.830665
261559,28.514987,-81.384573
261560,29.242083,-81.060145
261561,28.516598,-81.379809
261562,28.41665,-81.401333
261563,28.568097,-81.217106
261564,28.348427,-81.324774
261565,28.462699,-81.366868
261566,29.21012,-81.024329
261567,28.593028,-81.363465
261568,28.63972,-81.452716
261569,28.083009,-80.608227
261570,28.404673,-80.768813
261571,28.627824,-81.765608
261572,28.57585,-81.42242
261573,28.456672,-81.418073
261574,28.582668,-81.413792
261575,28.574045,-81.750063
261576,28.580297,-81.407388
261577,29.236855,-81.036928
261578,28.723538,-81.334588
261579,28.078617,-80.637224
261580,29.212696,-81.044874
261581,28.438716,-81.403988
261582,28.6133,-81.309995
261583,28.263942,-80.692816
261584,28.050422,-80.601129
261585,29.024632,-80.925846
261586,29.182474,-81.42268
261587,28.686852,-81.346053
261588,29.063944,-81.288774
261589,28.809205,-81.317518
261590,28.585392,-81.413863
261591,28.5822,-81.422687
261592,28.404088,-81.401487
261593,28.542612,-81.407633
261594,28.479703,-81.231181
261595,28.737971,-81.359378
261596,28.674516,-81.349002
261597,28.419628,-81.361303
261598,28.330889,-81.391302
261599,29.229555,-81.009419
261600,28.472471,-81.402143
261601,28.114544,-80.621076
261602,28.516563,-81.386193
261603,28.41196,-81.394151
261604,29.020291,-80.922461
261605,29.056067,-80.972124
261606,28.508925,-81.405524
261607,28.474569,-81.45237
261608,28.653183,-81.465388
261609,28.450155,-81.443748
261610,28.385159,-80.755079
261611,28.579884,-81.44239
261612,28.681825,-81.35292
261613,29.214319,-81.070278
261614,29.260094,-81.049411
261615,28.031692,-80.605952
261616,28.462518,-81.305233
261617,28.530609,-81.376458
261618,28.552382,-81.364488
261619,28.337774,-80.689235
261620,28.683218,-81.349309
261621,28.570282,-81.171097
261622,28.876184,-81.704895
261623,28.215168,-80.666766
261624,28.421527,-81.388696
261625,28.807763,-81.627004
261626,28.306385,-81.396095
261627,28.406705,-81.394328
261628,28.815945,-81.32272
261629,29.050093,-80.945956
261630,28.987793,-80.924494
261631,28.04653,-80.593857
261632,28.804706,-81.295454
261633,28.51439,-81.38463
261634,28.450764,-81.363866
261635,28.355825,-80.767025
261636,28.255673,-81.493565
261637,28.348427,-81.324774
261638,28.381152,-80.606486
261639,28.755496,-81.735724
261640,28.413948,-81.390806
261641,28.107528,-80.697613
261642,29.313803,-81.104271
261643,28.416411,-81.396374
261644,28.698726,-81.570498
261645,28.407626,-81.330395
261646,29.14109,-80.992165
261647,28.995612,-81.243519
261648,28.423347,-81.415474
261649,28.611796,-81.417211
261650,28.559686,-81.835961
261651,28.632099,-81.460342
261652,28.509188,-81.381085
261653,28.435718,-81.333966
261654,28.404847,-81.399069
261655,28.585392,-81.413863
261656,28.620384,-81.436304
261657,28.566283,-81.364501
261658,29.275644,-81.057556
261659,28.404262,-81.396754
261660,28.452823,-81.440231
261661,28.654612,-81.228859
261662,28.406183,-80.608933
261663,28.35075,-81.548098
261664,28.669531,-81.345158
261665,28.078177,-80.60686
261666,28.663591,-81.390301
261667,28.449049,-81.413208
261668,28.085885,-80.708467
261669,28.669334,-81.439564
261670,28.441494,-81.149158
261671,28.345987,-81.590706
261672,28.360408,-81.561647
261673,28.683183,-81.351063
261674,28.551612,-81.527358
261675,28.797278,-81.296697
261676,28.583087,-81.203259
261677,28.585392,-81.413863
261678,28.542676,-81.379091
261679,28.639588,-81.453467
261680,28.046642,-80.595421
261681,28.55999,-81.340803
261682,28.04653,-80.593857
261683,28.662997,-81.411211
261684,28.647811,-81.324098
261685,28.450824,-81.376451
261686,28.569106,-81.740934
261687,28.588448,-81.414892
261688,28.458727,-81.405906
261689,28.454194,-81.438794
261690,28.113066,-80.690082
261691,28.57686,-81.432623
261692,28.941812,-81.111737
261693,28.869575,-81.321263
261694,28.446695,-81.413871
261695,28.525405,-81.381286
261696,28.732836,-81.609495
261697,28.411259,-81.401392
261698,28.114697,-80.700323
261699,28.51575,-81.397137
261700,28.452649,-81.407025
261701,28.375369,-81.404364
261702,28.817083,-81.329876
261703,28.456348,-81.42215
261704,28.5783,-81.4306
261705,28.55156,-81.544475
261706,28.447472,-81.371795
261707,28.614706,-80.813089
261708,28.60396,-80.807783
261709,28.578884,-81.306836
261710,28.626472,-81.245262
261711,29.055673,-81.2855
261712,28.348427,-81.324774
261713,28.776121,-81.351211
261714,28.426516,-81.413226
261715,28.610973,-81.422919
261716,28.685547,-81.35207
261717,28.64647,-81.461982
261718,28.445144,-81.301524
261719,28.51833,-81.384717
261720,28.151744,-80.584425
261721,28.566769,-81.371571
261722,28.813424,-81.274185
261723,28.290922,-80.703843
261724,28.36573,-80.755053
261725,28.568107,-81.286631
261726,28.814859,-81.329596
261727,28.098923,-80.69616
261728,28.356126,-80.695364
261729,28.604528,-81.292717
261730,28.462699,-81.366868
261731,28.556394,-81.545439
261732,28.818792,-81.685173
261733,28.774056,-81.277951
261734,28.763002,-81.364008
261735,28.579885,-81.294487
261736,28.306267,-80.705904
261737,28.380109,-80.755075
261738,28.421543,-81.386062
261739,28.38907,-81.49334
261740,28.404709,-81.392374
261741,28.369826,-80.75509
261742,28.915386,-81.281629
261743,28.421685,-81.392275
261744,28.801155,-81.314273
261745,28.663725,-81.219298
261746,28.635743,-81.360169
261747,28.386058,-80.743906
261748,28.585952,-81.192524
261749,28.40772,-81.385943
261750,28.362632,-80.734132
261751,28.727627,-81.332882
261752,28.622321,-81.306292
261753,28.40812,-80.764335
261754,28.532694,-81.01715
261755,29.143358,-81.359266
261756,28.305701,-81.396351
261757,28.462771,-81.423168
261758,28.293616,-80.70306
261759,28.321531,-80.721933
261760,28.662931,-81.499031
261761,29.034457,-81.324351
261762,28.691256,-81.353579
261763,29.223813,-81.033183
261764,28.498116,-81.378732
261765,28.407688,-81.401516
261766,28.563158,-81.366612
261767,28.585339,-81.421099
261768,28.946157,-80.943529
261769,28.085123,-80.617745
261770,29.234902,-81.067457
261771,28.529463,-81.381848
261772,28.542038,-81.399639
261773,28.553749,-81.584732
261774,29.148044,-80.99431
261775,28.573228,-81.369956
261776,28.087691,-80.614287
261777,28.276191,-80.607126
261778,28.553179,-81.20561
261779,27.998476,-80.636658
261780,28.59755,-81.300504
261781,28.13585,-80.653002
261782,28.362004,-80.736527
261783,28.637601,-80.831126
261784,28.458308,-81.459835
261785,28.458385,-81.460759
261786,29.291769,-81.116636
261787,28.361552,-80.733942
261788,28.402135,-81.378981
261789,29.262512,-81.078313
261790,28.304057,-80.721596
261791,28.668762,-81.418966
261792,28.09469,-80.652954
261793,28.582823,-81.413336
261794,28.588765,-81.297546
261795,28.577966,-81.295717
261796,28.69563,-81.36007
261797,28.601984,-81.365002
261798,28.60474,-81.365126
261799,28.344831,-81.364632
261800,28.246179,-81.302678
261801,28.015625,-80.534426
261802,28.13843,-80.597114
261803,28.527875,-81.405842
261804,29.213846,-81.080983
261805,28.079071,-80.686885
261806,28.516343,-81.386521
261807,28.64461,-81.469361
261808,28.557801,-81.309449
261809,28.901871,-81.285385
261810,28.65068,-81.548985
261811,29.061352,-81.28107
261812,28.808365,-81.294853
261813,30.412848,-97.663555
261814,30.419401,-97.661255
261815,28.085415,-80.644857
261816,28.585392,-81.413863
261817,28.406713,-81.392619
261818,28.352714,-80.729269
261819,28.352009,-80.727694
261820,29.214711,-81.024999
261821,28.807563,-81.279095
261822,28.686852,-81.346053
261823,28.09944,-80.679664
261824,28.526648,-81.384682
261825,28.55072,-81.28595
261826,28.451965,-81.448513
261827,29.302726,-81.091681
261828,29.131049,-81.023296
261829,28.79848,-81.29573
261830,28.674023,-81.392387
261831,28.098989,-80.688842
261832,29.208515,-81.025057
261833,28.684654,-80.853828
261834,28.581714,-81.439572
261835,28.811279,-81.311815
261836,28.896644,-80.863338
261837,28.208443,-80.664604
261838,29.064363,-81.260974
261839,28.355652,-80.776395
261840,28.355652,-80.776395
261841,28.606173,-81.364967
261842,28.65601,-81.345118
261843,30.394804,-97.707107
261844,28.417557,-81.391207
261845,28.478844,-81.232065
261846,28.654372,-81.408782
261847,28.413928,-80.754976
261848,28.531175,-81.396265
261849,28.415228,-81.39944
261850,28.117676,-80.700073
261851,28.587336,-81.411446
261852,28.494594,-81.428859
261853,29.211462,-81.081016
261854,28.147537,-80.640778
261855,28.450307,-81.373246
261856,28.408583,-81.370904
261857,28.30092,-81.43829
261858,28.192352,-80.666704
261859,29.25419,-81.048328
261860,28.577921,-81.196585
261861,28.637642,-81.826186
261862,28.624158,-81.211578
261863,28.501079,-81.430179
261864,28.498531,-81.430862
261865,28.371521,-80.700796
261866,28.603704,-81.286797
261867,27.983155,-80.55782
261868,28.566241,-81.296713
261869,28.673818,-81.345806
261870,28.478844,-81.232065
261871,28.580869,-81.430924
261872,28.320032,-81.392741
261873,28.803278,-81.696621
261874,28.603308,-81.298975
261875,28.547322,-81.424208
261876,28.348427,-81.324774
261877,28.547292,-81.42679
261878,28.348427,-81.324774
261879,28.621936,-81.214963
261880,28.415297,-80.78436
261881,28.636088,-81.500207
261882,28.545735,-81.385253
261883,28.462824,-81.423251
261884,28.79228,-81.632401
261885,28.804167,-81.32106
261886,28.804195,-81.32106
261887,28.71887,-81.334946
261888,29.118258,-81.021203
261889,28.348427,-81.324774
261890,29.243996,-81.045995
261891,28.550956,-81.600514
261892,28.598339,-81.419921
261893,28.878428,-80.852552
261894,28.669326,-81.206778
261895,28.677702,-81.182999
261896,28.569426,-81.401776
261897,28.448768,-81.359152
261898,29.303982,-81.093544
261899,28.721703,-81.731625
261900,28.497927,-81.428528
261901,29.199064,-81.081665
261902,28.502501,-81.437818
261903,28.634961,-81.831216
261904,28.889723,-81.307054
261905,28.817282,-81.900869
261906,28.120511,-80.688577
261907,28.804483,-81.321061
261908,28.72964,-81.300248
261909,28.778888,-81.256191
261910,28.469038,-81.401767
261911,28.692513,-81.553921
261912,28.582668,-81.413792
261913,28.348427,-81.324774
261914,28.369559,-81.525229
261915,28.051145,-80.602846
261916,29.229442,-81.032639
261917,29.207586,-81.02805
261918,28.502502,-81.437757
261919,28.392129,-80.670291
261920,29.136733,-80.992291
261921,29.157742,-81.021775
261922,28.684626,-81.35213
261923,28.688174,-81.348773
261924,28.32435,-81.392946
261925,28.348427,-81.324774
261926,28.779405,-81.263761
261927,28.592505,-81.418942
261928,28.348427,-81.324774
261929,28.394452,-81.404423
261930,28.348427,-81.324774
261931,28.348427,-81.324774
261932,28.596891,-81.421656
261933,28.596891,-81.421656
261934,29.247794,-81.044519
261935,28.137498,-80.598524
261936,28.115921,-80.622805
261937,28.348427,-81.324774
261938,28.504198,-81.428415
261939,29.193456,-81.079003
261940,28.553529,-81.777573
261941,28.756103,-81.337388
261942,28.553347,-81.202934
261943,30.339558,-97.6725
261944,28.324365,-81.593278
261945,28.758854,-81.72949
261946,28.348427,-81.324774
261947,28.348427,-81.324774
261948,28.348427,-81.324774
261949,29.159535,-81.063172
261950,28.815522,-81.88525
261951,28.598355,-81.400918
261952,28.456948,-81.440737
261953,28.32676,-80.731495
261954,28.516467,-81.383372
261955,28.692493,-81.354771
261956,28.487504,-81.374546
261957,29.211686,-81.066662
261958,28.459069,-81.43795
261959,29.177993,-81.078316
261960,28.348427,-81.324774
261961,28.804883,-81.321063
261962,28.544199,-81.348782
261963,28.579645,-81.428811
261964,28.403386,-81.406784
261965,28.443056,-81.426216
261966,28.078788,-80.684384
261967,28.568885,-81.371703
261968,28.436191,-81.355175
261969,28.398302,-81.369923
261970,28.472874,-81.369852
261971,28.579583,-81.438035
261972,28.348427,-81.324774
261973,28.419043,-81.330539
261974,28.699323,-81.357525
261975,28.608496,-81.39036
261976,28.457292,-81.269854
261977,28.656225,-81.239538
261978,28.663037,-81.361967
261979,28.505305,-81.435622
261980,28.54203,-81.393763
261981,28.796715,-81.297982
261982,28.433329,-81.423074
261983,28.733611,-81.299921
261984,28.797371,-81.297008
261985,28.689455,-81.355302
261986,28.078908,-80.668912
261987,28.577986,-81.433339
261988,28.522025,-81.385471
261989,29.242893,-81.06154
261990,28.462712,-81.417312
261991,28.417509,-81.38828
261992,28.432671,-81.366094
261993,28.642941,-81.398627
261994,28.546869,-81.726295
261995,28.277192,-80.694378
261996,28.577096,-81.410054
261997,28.574442,-81.425801
261998,28.611938,-81.417396
261999,28.453121,-81.41841
262000,28.42818,-81.406242
262001,28.677399,-81.479503
262002,28.079038,-80.698837
262003,28.827465,-81.695877
262004,28.436423,-81.348758
262005,28.111071,-80.690077
262006,28.570328,-81.406108
262007,28.111046,-80.672779
262008,28.439589,-81.39333
262009,28.502537,-81.434956
262010,28.619337,-81.312812
262011,28.407728,-81.383239
262012,28.585392,-81.413863
262013,28.365711,-80.797133
262014,28.627201,-81.324026
262015,28.459136,-81.296692
262016,28.67493,-81.311205
262017,29.214232,-81.074082
262018,28.352552,-81.603432
262019,28.528741,-81.384717
262020,28.526501,-81.385
262021,28.5271,-81.383188
262022,28.579684,-81.430891
262023,28.673283,-81.39037
262024,28.994382,-80.916241
262025,28.539723,-81.453279
262026,28.545751,-81.3875
262027,28.428833,-81.387671
262028,28.348427,-81.324774
262029,28.690537,-81.314346
262030,28.61358,-81.419116
262031,28.603892,-81.292043
262032,28.885283,-81.308012
262033,28.381422,-81.589875
262034,28.066412,-80.598837
262035,29.200076,-81.048413
262036,28.304071,-80.714781
262037,28.348427,-81.324774
262038,28.464144,-81.296715
262039,28.306695,-81.397472
262040,29.213636,-81.074622
262041,28.612351,-81.42525
262042,28.586435,-81.294686
262043,28.433329,-81.423074
262044,28.463962,-81.503705
262045,28.83062,-81.315981
262046,28.279376,-81.427525
262047,29.122875,-81.005928
262048,28.818111,-81.28934
262049,29.117993,-80.975011
262050,28.589505,-81.366468
262051,28.560433,-80.80159
262052,28.233329,-80.708366
262053,28.193641,-80.664065
262054,28.550922,-81.39674
262055,28.329397,-81.393051
262056,28.914047,-81.675671
262057,28.576209,-81.42359
262058,28.347145,-81.309558
262059,28.403541,-81.392363
262060,28.668502,-81.358726
262061,28.329786,-81.397329
262062,28.565511,-81.401166
262063,28.094985,-80.697348
262064,28.597886,-81.419908
262065,28.4515,-81.407013
262066,28.455935,-81.417023
262067,28.40626,-80.772066
262068,28.360119,-80.689868
262069,28.035423,-80.641506
262070,28.494224,-81.428423
262071,28.811553,-81.327318
262072,28.546627,-81.207955
262073,28.348427,-81.324774
262074,28.428974,-81.413069
262075,28.545166,-81.445173
262076,28.348427,-81.324774
262077,28.419149,-81.40135
262078,28.564112,-81.366747
262079,28.558839,-81.305556
262080,28.532553,-81.458974
262081,29.289997,-81.115154
262082,28.057091,-80.592657
262083,28.108662,-80.623474
262084,28.042798,-80.591151
262085,28.348427,-81.324774
262086,28.144341,-80.637715
262087,28.689267,-81.349078
262088,28.40936,-81.401514
262089,28.656255,-81.238026
262090,28.146924,-80.709997
262091,28.436283,-81.350295
262092,28.791377,-81.630223
262093,40.825066,-74.393129
262094,28.439804,-81.348008
262095,28.613312,-81.432867
262096,28.525916,-80.819214
262097,28.119553,-80.638391
262098,28.637663,-81.822573
262099,28.096539,-80.67693
262100,28.572835,-81.40248
262101,28.58364,-81.410528
262102,28.586998,-81.414413
262103,29.238112,-81.040959
262104,28.775044,-81.256087
262105,28.452649,-81.407025
262106,28.000027,-82.382634
262107,28.830372,-81.327754
262108,28.708973,-81.326126
262109,28.504171,-81.428693
262110,28.304066,-80.717641
262111,28.395098,-81.404417
262112,28.495316,-80.805152
262113,28.540175,-81.390952
262114,28.670097,-81.35816
262115,28.611184,-81.422727
262116,28.348427,-81.324774
262117,28.456709,-81.422414
262118,28.40456,-81.399163
262119,28.404159,-81.401487
262120,28.508524,-81.380675
262121,28.673859,-81.359258
262122,28.447464,-81.371531
262123,29.199064,-81.081665
262124,28.454755,-81.414838
262125,28.516563,-81.386048
262126,28.460678,-81.402768
262127,28.673957,-81.35926
262128,28.60546,-81.289854
262129,28.508772,-81.429832
262130,28.677832,-81.347882
262131,29.055673,-81.2855
262132,28.348427,-81.324774
262133,28.508695,-81.428189
262134,28.11759,-80.699478
262135,28.456948,-81.440737
262136,28.575345,-81.430543
262137,28.68808,-81.540988
262138,28.99733,-81.304459
262139,28.803858,-81.320844
262140,28.694537,-81.327603
262141,28.63436,-81.393633
262142,28.40888,-81.3686
262143,29.054625,-80.971119
262144,28.13588,-80.649521
262145,28.765727,-81.737153
262146,28.740069,-81.360396
262147,28.828674,-81.894593
262148,28.983061,-81.297409
262149,28.36134,-80.698289
262150,28.672836,-81.47774
262151,28.43655,-81.36335
262152,28.102882,-80.686462
262153,28.551918,-81.515183
262154,28.40389,-81.401485
262155,40.841085,-72.886388
262156,28.341537,-81.41473
262157,28.456348,-81.42215
262158,28.506475,-81.4267
262159,28.610335,-80.815222
262160,28.152805,-80.640601
262161,28.421432,-81.334464
262162,28.36573,-80.755053
262163,28.424041,-81.412189
262164,28.792281,-81.63235
262165,28.812776,-81.271204
262166,28.69829,-81.350425
262167,28.359787,-80.755038
262168,28.689253,-81.731939
262169,28.754789,-81.288047
262170,28.552998,-81.469887
262171,28.399802,-81.401564
262172,28.426064,-81.408397
262173,28.854996,-81.685626
262174,28.096637,-80.680452
